,ChannelID,subs,nvideos,views,Category,Language,Type
Y8770,Y8770,7387,48,5649,travel,English,Individual
Y8771,Y8771,108238,61,35898,food,English,Individual
Y8772,Y8772,90624,8,133292,news,Chinese,Individual
Y8773,Y8773,65585,76,17106,gaming,Russia,Corperate
Y8774,Y8774,71746,14,2659,gaming,Spanish,Goverment
Y8775,Y8775,129820,67,42206,gaming,English,Corperate
Y8776,Y8776,135215,97,179427,music,English,Individual
Y8777,Y8777,39845,12,51612,music,English,NGO
Y8778,Y8778,104071,11,100053,music,English,Individual
Y8779,Y8779,65005,55,3207,travel,English,Goverment
Y8780,Y8780,80789,21,852,music,Spanish,NGO
Y8781,Y8781,34139,65,18982,news,English,Goverment
Y8782,Y8782,63991,55,65053,food,English,NGO
Y8783,Y8783,114094,75,61490,gaming,Russia,Corperate
Y8784,Y8784,1420,77,1366,news,Spanish,Individual
Y8785,Y8785,117344,38,32570,gaming,Franch,Individual
Y8786,Y8786,156546,91,66548,music,English,NGO
Y8787,Y8787,87626,22,12299,gaming,English,Goverment
Y8788,Y8788,136425,83,181767,news,English,NGO
Y8789,Y8789,150772,55,7452,travel,English,Individual
Y8790,Y8790,55745,27,47075,food,Japanese,Individual
Y8791,Y8791,7178,55,4560,travel,Chinese,Goverment
Y8792,Y8792,185293,19,46938,music,English,Individual
Y8793,Y8793,152883,37,163639,news,English,Individual
Y8794,Y8794,93286,5,44068,travel,Franch,NGO
Y8795,Y8795,90743,49,44455,travel,English,Goverment
Y8796,Y8796,25787,56,4856,news,Japanese,Goverment
Y8797,Y8797,141396,65,23750,music,Russia,Individual
Y8798,Y8798,51915,62,53791,music,Spanish,NGO
Y8799,Y8799,64517,64,85010,travel,English,Goverment
Y8800,Y8800,107170,26,112196,travel,Franch,Corperate
Y8801,Y8801,170855,55,205604,gaming,Franch,Individual
Y8802,Y8802,52568,66,15605,gaming,English,NGO
Y8803,Y8803,138108,82,163170,gaming,English,Individual
Y8804,Y8804,131619,23,68324,food,English,Goverment
Y8805,Y8805,86372,23,41727,news,English,NGO
Y8806,Y8806,53368,35,15660,music,Chinese,Individual
Y8807,Y8807,69729,11,32451,gaming,English,NGO
Y8808,Y8808,50922,39,35453,food,Franch,Goverment
Y8809,Y8809,97237,84,59843,gaming,Chinese,Individual
Y8810,Y8810,130324,51,42782,food,Japanese,NGO
Y8811,Y8811,59024,4,68451,news,English,Individual
Y8812,Y8812,91572,95,51551,food,English,NGO
Y8813,Y8813,91172,8,49572,food,English,Goverment
Y8814,Y8814,25341,54,8612,gaming,Spanish,NGO
Y8815,Y8815,141317,39,99745,food,English,Individual
Y8816,Y8816,78929,24,76664,music,Spanish,Individual
Y8817,Y8817,133330,52,78524,food,Franch,Individual
Y8818,Y8818,150425,32,198114,travel,English,Individual
Y8819,Y8819,52369,82,70458,gaming,Spanish,Individual
Y8820,Y8820,40690,13,11292,travel,English,Goverment
Y8821,Y8821,130336,56,140977,news,Chinese,Individual
Y8822,Y8822,87643,52,59379,music,English,Individual
Y8823,Y8823,111605,45,80474,news,English,NGO
Y8824,Y8824,168818,61,49216,travel,English,Individual
Y8825,Y8825,115996,72,19297,food,English,NGO
Y8826,Y8826,126088,10,121875,food,English,Individual
Y8827,Y8827,17672,83,12524,gaming,Spanish,NGO
Y8828,Y8828,66875,44,5221,gaming,Chinese,Individual
Y8829,Y8829,116362,54,132497,gaming,English,NGO
Y8830,Y8830,40001,84,10721,gaming,English,Corperate
Y8831,Y8831,65100,49,56443,travel,English,NGO
Y8832,Y8832,110849,2,160815,travel,Japanese,NGO
Y8833,Y8833,122685,53,117940,food,Russia,NGO
Y8834,Y8834,81470,37,62705,gaming,Russia,Individual
Y8835,Y8835,201945,25,219904,travel,Spanish,Corperate
Y8836,Y8836,87084,2,57294,food,Russia,Individual
Y8837,Y8837,94910,98,33745,food,Chinese,Individual
Y8838,Y8838,54740,43,57310,news,Russia,NGO
Y8839,Y8839,103141,54,112050,gaming,English,Individual
Y8840,Y8840,177590,13,15001,gaming,English,Goverment
Y8841,Y8841,30211,31,38753,gaming,Chinese,Corperate
Y8842,Y8842,75595,31,92260,food,English,Goverment
Y8843,Y8843,153409,13,103427,gaming,English,Goverment
Y8844,Y8844,1,98,0,food,Russia,NGO
Y8845,Y8845,201423,66,36021,gaming,English,NGO
Y8846,Y8846,110486,10,88113,travel,English,Goverment
Y8847,Y8847,1,94,610,news,Franch,Goverment
Y8848,Y8848,160115,3,55623,gaming,English,Goverment
Y8849,Y8849,58478,6,78422,gaming,Spanish,Individual
Y8850,Y8850,165313,54,41935,travel,Spanish,Individual
Y8851,Y8851,1,35,262,gaming,Japanese,Individual
Y8852,Y8852,167988,92,105979,food,Spanish,Individual
Y8853,Y8853,154724,81,2874,gaming,Chinese,NGO
Y8854,Y8854,170790,69,81602,gaming,Chinese,Individual
Y8855,Y8855,113328,22,47202,music,English,Individual
Y8856,Y8856,150367,61,172222,music,Franch,Goverment
Y8857,Y8857,67455,71,74876,news,Chinese,Individual
Y8858,Y8858,175320,91,87546,gaming,Russia,NGO
Y8859,Y8859,125457,10,93267,travel,English,Goverment
Y8860,Y8860,91997,57,6311,news,English,NGO
Y8861,Y8861,91147,63,95031,gaming,English,Corperate
Y8862,Y8862,91508,33,47563,food,English,Individual
Y8863,Y8863,3105,97,3628,travel,Franch,Individual
Y8864,Y8864,107561,67,79662,travel,English,NGO
Y8865,Y8865,57137,57,4619,news,English,Individual
Y8866,Y8866,172625,74,216584,music,English,Individual
Y8867,Y8867,131715,15,81080,music,English,Individual
Y8868,Y8868,168323,99,164932,news,Spanish,NGO
Y8869,Y8869,55530,13,35711,travel,Franch,NGO
Y8870,Y8870,27311,20,24657,food,English,Goverment
Y8871,Y8871,7901,44,4904,food,Chinese,Goverment
Y8872,Y8872,46974,76,4293,food,English,Corperate
Y8873,Y8873,154593,79,215650,food,Spanish,Goverment
Y8874,Y8874,65238,39,72063,news,English,Individual
Y8875,Y8875,76538,79,32970,food,English,Goverment
Y8876,Y8876,110909,39,31656,travel,Japanese,NGO
Y8877,Y8877,53011,44,48811,news,Chinese,NGO
Y8878,Y8878,178407,18,100685,food,English,NGO
Y8879,Y8879,96018,90,15171,gaming,English,NGO
Y8880,Y8880,88195,77,115669,travel,Chinese,NGO
Y8881,Y8881,137322,32,189472,news,Chinese,Individual
Y8882,Y8882,146067,28,137070,travel,Japanese,NGO
Y8883,Y8883,132074,93,115059,news,Franch,NGO
Y8884,Y8884,41321,19,11984,food,English,Goverment
Y8885,Y8885,55339,1,56987,music,Japanese,NGO
Y8886,Y8886,141596,86,114925,music,English,Individual
Y8887,Y8887,92353,62,125730,news,English,Individual
Y8888,Y8888,78845,88,64673,music,English,Goverment
Y8889,Y8889,81920,78,49823,gaming,English,NGO
Y8890,Y8890,104740,28,23277,music,English,Corperate
Y8891,Y8891,71262,23,91767,gaming,Franch,Goverment
Y8892,Y8892,110816,14,63619,gaming,English,Individual
Y8893,Y8893,159919,33,66618,food,Spanish,NGO
Y8894,Y8894,143093,66,151511,food,Chinese,Corperate
Y8895,Y8895,172183,12,87964,news,Franch,Individual
Y8896,Y8896,39811,53,27545,food,English,Goverment
Y8897,Y8897,35243,12,13164,music,English,Individual
Y8898,Y8898,74510,89,5541,music,Japanese,Goverment
Y8899,Y8899,94147,50,81775,news,English,NGO
Y8900,Y8900,85667,14,7404,music,Franch,Goverment
Y8901,Y8901,137549,13,74811,gaming,Chinese,NGO
Y8902,Y8902,111624,74,10302,travel,English,Individual
Y8903,Y8903,64313,11,9494,food,English,Individual
Y8904,Y8904,104142,6,116321,news,Chinese,Individual
Y8905,Y8905,165715,54,57705,food,English,Goverment
Y8906,Y8906,112088,13,50498,food,Franch,Individual
Y8907,Y8907,123572,24,50803,gaming,Chinese,Individual
Y8908,Y8908,49422,93,6540,music,English,NGO
Y8909,Y8909,119845,80,39902,music,Chinese,Goverment
Y8910,Y8910,86063,93,104981,music,Japanese,NGO
Y8911,Y8911,36556,24,22373,gaming,English,Individual
Y8912,Y8912,76472,41,13744,travel,English,NGO
Y8913,Y8913,153208,67,133608,food,English,NGO
Y8914,Y8914,54925,74,65768,gaming,English,NGO
Y8915,Y8915,202508,86,132196,travel,English,Individual
Y8916,Y8916,116118,93,94727,food,English,NGO
Y8917,Y8917,66287,71,83647,music,English,Individual
Y8918,Y8918,80619,64,19089,gaming,English,Goverment
Y8919,Y8919,188137,81,213074,food,English,NGO
Y8920,Y8920,69100,55,56862,gaming,English,Individual
Y8921,Y8921,170682,15,192712,gaming,Japanese,NGO
Y8922,Y8922,136208,34,12356,news,Japanese,Individual
Y8923,Y8923,103981,32,26419,food,English,Goverment
Y8924,Y8924,190549,11,55830,travel,Franch,Corperate
Y8925,Y8925,101332,33,127105,travel,English,Corperate
Y8926,Y8926,135399,99,161364,food,English,Corperate
Y8927,Y8927,84159,16,65388,food,English,Individual
Y8928,Y8928,57355,91,64686,music,Japanese,Individual
Y8929,Y8929,130022,90,177207,gaming,Chinese,Corperate
Y8930,Y8930,113037,30,144146,food,Russia,Goverment
Y8931,Y8931,85831,74,40274,travel,English,Goverment
Y8932,Y8932,102494,10,53185,gaming,Japanese,NGO
Y8933,Y8933,110085,4,103669,music,English,Goverment
Y8934,Y8934,58387,22,9647,travel,Japanese,Individual
Y8935,Y8935,80281,63,42250,music,Chinese,Corperate
Y8936,Y8936,69420,72,51744,music,Spanish,Corperate
Y8937,Y8937,72319,88,75295,music,English,Corperate
Y8938,Y8938,23053,47,0,news,Japanese,Goverment
Y8939,Y8939,68777,88,84327,travel,Spanish,NGO
Y8940,Y8940,123313,50,130777,music,Chinese,Individual
Y8941,Y8941,86980,26,56342,travel,Spanish,Individual
Y8942,Y8942,1,4,0,music,English,Individual
Y8943,Y8943,129352,48,170919,gaming,English,Goverment
Y8944,Y8944,101358,1,1108,music,English,NGO
Y8945,Y8945,122893,24,162501,gaming,Russia,Corperate
Y8946,Y8946,34217,28,4531,music,English,Goverment
Y8947,Y8947,139199,99,4852,food,English,NGO
Y8948,Y8948,193235,39,30536,news,English,NGO
Y8949,Y8949,111716,90,90692,food,English,NGO
Y8950,Y8950,86050,35,31031,music,Japanese,Individual
Y8951,Y8951,70282,16,49917,news,English,Individual
Y8952,Y8952,151693,92,216940,food,English,NGO
Y8953,Y8953,127723,25,92607,food,English,NGO
Y8954,Y8954,115074,6,157023,gaming,Spanish,Goverment
Y8955,Y8955,154046,6,174853,travel,English,NGO
Y8956,Y8956,28103,74,2058,travel,Russia,Goverment
Y8957,Y8957,161863,90,154480,news,Russia,NGO
Y8958,Y8958,127860,52,54018,gaming,Russia,Corperate
Y8959,Y8959,72980,99,66477,gaming,English,Individual
Y8960,Y8960,94484,58,48546,news,English,NGO
Y8961,Y8961,60208,43,11807,travel,Spanish,Goverment
Y8962,Y8962,106255,3,58699,music,English,NGO
Y8963,Y8963,63396,39,88607,news,Japanese,Goverment
Y8964,Y8964,136092,77,37429,gaming,English,Individual
Y8965,Y8965,170277,83,65346,travel,Japanese,NGO
Y8966,Y8966,121523,52,173653,food,English,NGO
Y8967,Y8967,100604,79,123723,music,English,Corperate
Y8968,Y8968,106550,75,138274,gaming,Russia,Individual
Y8969,Y8969,77825,32,2838,news,Chinese,NGO
Y8970,Y8970,129159,83,139831,news,Spanish,Corperate
Y8971,Y8971,92924,38,1467,news,Russia,NGO
Y8972,Y8972,118362,93,61666,news,English,Goverment
Y8973,Y8973,157143,41,49396,gaming,English,Individual
Y8974,Y8974,169667,70,136637,travel,Franch,NGO
Y8975,Y8975,86764,10,129039,news,Japanese,Individual
Y8976,Y8976,17952,25,7884,gaming,English,NGO
Y8977,Y8977,40006,78,23335,gaming,Chinese,NGO
Y8978,Y8978,1,67,551,food,Japanese,NGO
Y8979,Y8979,74702,14,54361,news,Chinese,NGO
Y8980,Y8980,49847,15,63083,news,Franch,Corperate
Y8981,Y8981,162630,83,205619,travel,English,Corperate
Y8982,Y8982,38290,51,39722,news,English,Goverment
Y8983,Y8983,23571,16,15665,gaming,English,NGO
Y8984,Y8984,9073,12,5505,music,Franch,NGO
Y8985,Y8985,46138,57,15778,news,Chinese,Goverment
Y8986,Y8986,152808,37,132475,travel,English,Goverment
Y8987,Y8987,120287,4,134917,food,Franch,Goverment
Y8988,Y8988,170100,22,245646,news,Chinese,Individual
Y8989,Y8989,156218,57,84735,food,Franch,Individual
Y8990,Y8990,114014,49,80605,food,English,Individual
Y8991,Y8991,123501,63,99715,travel,Japanese,NGO
Y8992,Y8992,66118,1,81943,news,English,NGO
Y8993,Y8993,94686,42,59564,travel,English,Corperate
Y8994,Y8994,33698,84,48839,food,English,NGO
Y8995,Y8995,132726,74,52364,news,Spanish,Goverment
Y8996,Y8996,129473,43,179459,music,English,Individual
Y8997,Y8997,112197,85,124285,music,English,Goverment
Y8998,Y8998,147030,47,88817,travel,Japanese,Corperate
Y8999,Y8999,218098,77,175677,gaming,English,Corperate
Y9000,Y9000,158630,72,217548,food,Russia,Corperate
Y9001,Y9001,56962,52,36374,news,English,NGO
Y9002,Y9002,62954,5,32198,food,English,Goverment
Y9003,Y9003,113887,18,168727,music,Japanese,NGO
Y9004,Y9004,101872,8,35774,news,English,NGO
Y9005,Y9005,87319,97,99848,news,English,NGO
Y9006,Y9006,81122,31,101899,gaming,English,Individual
Y9007,Y9007,167456,37,25734,food,English,Individual
Y9008,Y9008,72457,32,79493,travel,English,Goverment
Y9009,Y9009,181490,84,139408,food,English,Individual
Y9010,Y9010,50871,63,28174,travel,English,NGO
Y9011,Y9011,2076,69,2371,gaming,Chinese,Goverment
Y9012,Y9012,114332,16,131763,travel,English,Individual
Y9013,Y9013,37786,26,34115,food,Japanese,Individual
Y9014,Y9014,218093,94,49891,gaming,English,NGO
Y9015,Y9015,44966,42,43836,gaming,English,Goverment
Y9016,Y9016,78829,91,68890,news,English,NGO
Y9017,Y9017,53353,66,18993,music,Japanese,Goverment
Y9018,Y9018,108467,41,50388,travel,English,Goverment
Y9019,Y9019,46068,97,23347,food,Japanese,NGO
Y9020,Y9020,122253,40,56660,travel,Franch,NGO
Y9021,Y9021,168746,62,73235,gaming,Japanese,Goverment
Y9022,Y9022,203435,94,238429,gaming,English,NGO
Y9023,Y9023,151248,60,153437,music,English,Individual
Y9024,Y9024,28324,35,30625,food,Chinese,NGO
Y9025,Y9025,178373,21,180635,travel,English,Corperate
Y9026,Y9026,180601,29,139895,food,English,Individual
Y9027,Y9027,117011,86,83877,food,Spanish,Corperate
Y9028,Y9028,164968,61,200373,food,Franch,NGO
Y9029,Y9029,142406,35,28193,news,English,NGO
Y9030,Y9030,111885,70,53274,music,English,Individual
Y9031,Y9031,127367,72,84691,food,English,Individual
Y9032,Y9032,70093,57,53139,music,Chinese,Goverment
Y9033,Y9033,196992,25,151558,food,Japanese,Goverment
Y9034,Y9034,54272,92,45362,news,English,NGO
Y9035,Y9035,144522,97,71680,news,Spanish,Goverment
Y9036,Y9036,69145,93,39285,travel,English,NGO
Y9037,Y9037,29176,80,13028,gaming,English,Individual
Y9038,Y9038,150691,5,184856,food,Russia,Individual
Y9039,Y9039,38908,2,53602,travel,Franch,Individual
Y9040,Y9040,63307,98,33249,gaming,Japanese,Goverment
Y9041,Y9041,104159,38,147196,news,Japanese,NGO
Y9042,Y9042,97415,28,67281,travel,English,NGO
Y9043,Y9043,14522,12,7825,gaming,English,Individual
Y9044,Y9044,3590,72,5097,news,Russia,Individual
Y9045,Y9045,179026,38,216879,food,English,Corperate
Y9046,Y9046,63492,99,68000,travel,English,Goverment
Y9047,Y9047,130194,21,103596,gaming,English,NGO
Y9048,Y9048,135848,42,111533,travel,English,Individual
Y9049,Y9049,101045,43,106956,news,Franch,Individual
Y9050,Y9050,161820,86,75685,travel,Japanese,Individual
Y9051,Y9051,145700,93,103257,food,English,Individual
Y9052,Y9052,127576,44,151312,travel,English,Individual
Y9053,Y9053,87925,65,113043,gaming,Japanese,Corperate
Y9054,Y9054,118910,30,123887,music,Franch,NGO
Y9055,Y9055,62496,34,60988,music,Russia,Individual
Y9056,Y9056,105072,11,89945,music,English,Individual
Y9057,Y9057,147231,59,92434,food,English,Individual
Y9058,Y9058,94665,89,39668,food,Chinese,Individual
Y9059,Y9059,124671,36,184966,gaming,English,Goverment
Y9060,Y9060,69438,70,25205,news,English,Individual
Y9061,Y9061,121464,80,180021,food,Chinese,Individual
Y9062,Y9062,23394,16,27098,news,English,Individual
Y9063,Y9063,93209,1,89119,gaming,Japanese,Individual
Y9064,Y9064,114333,45,144208,music,English,Corperate
Y9065,Y9065,157730,46,140319,food,English,NGO
Y9066,Y9066,167619,37,130676,gaming,Spanish,Goverment
Y9067,Y9067,151736,34,207013,travel,Spanish,Individual
Y9068,Y9068,19132,9,27588,news,Chinese,Individual
Y9069,Y9069,127894,27,99844,travel,Chinese,NGO
Y9070,Y9070,91278,37,29563,news,Russia,NGO
Y9071,Y9071,61306,32,69679,news,English,Individual
Y9072,Y9072,113735,6,45843,food,English,Individual
Y9073,Y9073,2505,94,1784,music,Franch,Individual
Y9074,Y9074,109574,7,124281,gaming,Spanish,NGO
Y9075,Y9075,162095,98,66449,news,English,Corperate
Y9076,Y9076,111002,23,68656,travel,Russia,Individual
Y9077,Y9077,96695,59,86297,news,Chinese,NGO
Y9078,Y9078,65020,71,86856,gaming,English,Individual
Y9079,Y9079,45367,65,13275,news,English,Corperate
Y9080,Y9080,44097,52,42907,news,Japanese,Individual
Y9081,Y9081,1,27,762,music,English,NGO
Y9082,Y9082,80235,67,84650,travel,Spanish,Individual
Y9083,Y9083,123957,72,2685,news,English,Corperate
Y9084,Y9084,133754,67,199031,gaming,Chinese,Goverment
Y9085,Y9085,22935,13,0,music,English,NGO
Y9086,Y9086,157147,27,218882,travel,Japanese,Goverment
Y9087,Y9087,5080,44,5192,food,English,Individual
Y9088,Y9088,80237,47,23638,travel,Russia,Individual
Y9089,Y9089,155357,56,60700,food,Japanese,Individual
Y9090,Y9090,116684,26,28641,gaming,Japanese,NGO
Y9091,Y9091,63491,78,33921,food,English,Individual
Y9092,Y9092,204272,83,38690,travel,Chinese,NGO
Y9093,Y9093,192887,3,195521,food,Russia,Individual
Y9094,Y9094,158152,53,110946,food,English,NGO
Y9095,Y9095,195382,36,207675,gaming,Franch,Goverment
Y9096,Y9096,96221,18,30242,food,English,Individual
Y9097,Y9097,73052,74,12974,news,Russia,Individual
Y9098,Y9098,1,57,0,food,English,Individual
Y9099,Y9099,55942,90,60546,music,Spanish,Goverment
Y9100,Y9100,86804,2,120977,travel,Chinese,Individual
Y9101,Y9101,88124,82,26941,news,Franch,Individual
Y9102,Y9102,201161,13,263076,travel,Spanish,NGO
Y9103,Y9103,147615,79,219634,food,English,Corperate
Y9104,Y9104,129176,38,71408,travel,Franch,Individual
Y9105,Y9105,55248,46,67030,travel,English,Goverment
Y9106,Y9106,92982,82,16766,travel,Japanese,NGO
Y9107,Y9107,75997,35,67609,music,English,Individual
Y9108,Y9108,104854,63,148283,travel,Russia,NGO
Y9109,Y9109,75619,97,63693,gaming,Chinese,Individual
Y9110,Y9110,71647,16,46811,travel,Chinese,Goverment
Y9111,Y9111,76076,27,8276,gaming,English,Individual
Y9112,Y9112,81091,75,42553,news,English,Goverment
Y9113,Y9113,151355,12,83419,music,Chinese,NGO
Y9114,Y9114,26823,76,36463,food,Japanese,Goverment
Y9115,Y9115,119038,28,134266,music,Spanish,Goverment
Y9116,Y9116,96215,96,28022,music,Chinese,Individual
Y9117,Y9117,90252,35,108164,music,Franch,Goverment
Y9118,Y9118,193946,98,107293,gaming,Japanese,Individual
Y9119,Y9119,115798,66,90863,news,Franch,Individual
Y9120,Y9120,163081,18,187115,news,English,Corperate
Y9121,Y9121,22772,10,3984,food,English,NGO
Y9122,Y9122,83354,89,125319,music,English,Corperate
Y9123,Y9123,21595,40,28508,news,Franch,Individual
Y9124,Y9124,106249,76,84569,news,English,Goverment
Y9125,Y9125,117833,59,43272,music,Japanese,Individual
Y9126,Y9126,132690,95,142596,travel,English,Individual
Y9127,Y9127,107630,64,26444,travel,English,Individual
Y9128,Y9128,123393,78,16446,travel,Franch,Individual
Y9129,Y9129,91789,88,100957,gaming,English,Individual
Y9130,Y9130,94366,90,141511,gaming,Japanese,Goverment
Y9131,Y9131,106186,25,130679,travel,Japanese,Individual
Y9132,Y9132,155105,62,91697,music,English,Individual
Y9133,Y9133,99230,89,19926,music,English,Individual
Y9134,Y9134,75322,81,84550,gaming,Japanese,Goverment
Y9135,Y9135,176885,99,72627,food,English,NGO
Y9136,Y9136,106705,78,103173,news,English,Individual
Y9137,Y9137,20999,24,11364,gaming,Spanish,Individual
Y9138,Y9138,1267,30,0,gaming,Spanish,Goverment
Y9139,Y9139,44299,14,57886,news,English,Individual
Y9140,Y9140,35767,99,14786,gaming,English,Individual
Y9141,Y9141,82625,43,22512,news,English,NGO
Y9142,Y9142,53557,44,19979,travel,English,Goverment
Y9143,Y9143,140486,53,189477,news,Franch,NGO
Y9144,Y9144,81511,29,64884,travel,Spanish,Individual
Y9145,Y9145,85482,57,73221,music,Japanese,NGO
Y9146,Y9146,144038,51,78681,music,English,Individual
Y9147,Y9147,145744,62,69210,music,English,Individual
Y9148,Y9148,151377,27,145679,news,English,NGO
Y9149,Y9149,69919,56,95772,travel,English,NGO
Y9150,Y9150,154747,5,84291,music,Japanese,Individual
Y9151,Y9151,51742,91,9990,music,English,Individual
Y9152,Y9152,8129,88,9220,travel,English,Individual
Y9153,Y9153,67125,81,78237,food,English,NGO
Y9154,Y9154,121890,67,77062,news,English,NGO
Y9155,Y9155,1,72,100,music,Chinese,Individual
Y9156,Y9156,69239,33,88500,travel,Spanish,Goverment
Y9157,Y9157,129777,69,106395,music,Spanish,Individual
Y9158,Y9158,83603,70,40533,news,English,NGO
Y9159,Y9159,105908,81,8234,food,English,NGO
Y9160,Y9160,38525,31,57208,food,Spanish,NGO
Y9161,Y9161,133256,80,118444,news,English,Individual
Y9162,Y9162,144772,90,79747,food,Chinese,Goverment
Y9163,Y9163,113721,60,88283,food,English,Individual
Y9164,Y9164,128993,54,73135,gaming,English,NGO
Y9165,Y9165,150671,42,178300,gaming,English,Corperate
Y9166,Y9166,32412,22,32516,news,English,NGO
Y9167,Y9167,64549,79,69217,music,Spanish,Individual
Y9168,Y9168,62079,13,43066,travel,Spanish,Corperate
Y9169,Y9169,4224,16,5518,food,English,NGO
Y9170,Y9170,140176,99,110060,gaming,Franch,Goverment
Y9171,Y9171,151917,31,104777,food,English,NGO
Y9172,Y9172,206923,58,273398,news,Japanese,NGO
Y9173,Y9173,98985,17,72073,music,Chinese,NGO
Y9174,Y9174,19877,1,19599,travel,Japanese,Goverment
Y9175,Y9175,113728,72,156906,food,English,Individual
Y9176,Y9176,86212,22,50916,music,Japanese,Individual
Y9177,Y9177,133315,87,11182,gaming,English,Individual
Y9178,Y9178,77491,54,16801,food,Franch,Goverment
Y9179,Y9179,92756,60,55454,travel,English,Corperate
Y9180,Y9180,41817,85,47275,music,Franch,Individual
Y9181,Y9181,175712,39,113227,music,Japanese,NGO
Y9182,Y9182,130548,38,82716,travel,English,NGO
Y9183,Y9183,29368,23,22994,travel,Russia,Goverment
Y9184,Y9184,122023,47,9157,food,Russia,Individual
Y9185,Y9185,106388,39,75143,travel,English,Corperate
Y9186,Y9186,65405,79,16154,gaming,Chinese,Individual
Y9187,Y9187,212912,65,105155,music,Japanese,Individual
Y9188,Y9188,138666,60,184282,food,Chinese,Individual
Y9189,Y9189,120082,39,172139,gaming,Chinese,NGO
Y9190,Y9190,47197,55,10051,news,English,Goverment
Y9191,Y9191,124768,51,88348,music,Spanish,Individual
Y9192,Y9192,108255,65,43847,news,English,Individual
Y9193,Y9193,40940,89,27371,gaming,English,Goverment
Y9194,Y9194,152506,26,15157,music,English,Corperate
Y9195,Y9195,39084,27,38563,travel,English,Individual
Y9196,Y9196,126017,6,37454,news,English,Goverment
Y9197,Y9197,1,38,0,travel,English,Individual
Y9198,Y9198,89960,56,34195,music,Japanese,Goverment
Y9199,Y9199,135166,27,144192,music,English,Goverment
Y9200,Y9200,162251,3,209891,travel,English,NGO
Y9201,Y9201,160358,98,44031,news,Franch,Individual
Y9202,Y9202,148919,60,194935,news,Russia,NGO
Y9203,Y9203,163490,17,207527,music,English,Goverment
Y9204,Y9204,75518,24,26156,news,Spanish,Individual
Y9205,Y9205,125077,79,187064,travel,Russia,NGO
Y9206,Y9206,107175,26,54075,food,English,Individual
Y9207,Y9207,47532,59,57026,news,English,Individual
Y9208,Y9208,137261,28,71996,news,Chinese,Individual
Y9209,Y9209,87476,58,35498,gaming,Russia,Individual
Y9210,Y9210,66244,27,46884,gaming,Russia,Corperate
Y9211,Y9211,161249,17,14458,food,Chinese,Goverment
Y9212,Y9212,165752,76,97416,music,English,NGO
Y9213,Y9213,143293,24,202510,news,English,Goverment
Y9214,Y9214,79580,11,72368,gaming,Franch,Individual
Y9215,Y9215,74553,82,65803,travel,English,Individual
Y9216,Y9216,18436,35,8547,music,English,Goverment
Y9217,Y9217,153864,8,134201,travel,English,Individual
Y9218,Y9218,2984,65,3566,music,Spanish,Individual
Y9219,Y9219,75098,79,44238,travel,English,NGO
Y9220,Y9220,127011,51,110927,music,Chinese,Corperate
Y9221,Y9221,97963,34,120666,travel,Russia,Corperate
Y9222,Y9222,114867,29,32945,travel,English,NGO
Y9223,Y9223,78006,12,25689,food,Franch,NGO
Y9224,Y9224,96318,66,62729,news,English,Individual
Y9225,Y9225,59834,73,17933,food,Franch,NGO
Y9226,Y9226,89280,12,32249,food,English,NGO
Y9227,Y9227,185423,46,192176,gaming,English,NGO
Y9228,Y9228,137455,74,63355,travel,English,Individual
Y9229,Y9229,73227,43,5050,gaming,Russia,NGO
Y9230,Y9230,124318,66,3528,music,Spanish,NGO
Y9231,Y9231,78867,42,70631,travel,Chinese,NGO
Y9232,Y9232,158267,71,123888,music,Chinese,Individual
Y9233,Y9233,135330,3,133541,news,English,NGO
Y9234,Y9234,123990,92,7207,music,English,Individual
Y9235,Y9235,146641,99,31963,music,English,Individual
Y9236,Y9236,64884,98,30002,news,English,Individual
Y9237,Y9237,146281,98,217179,music,Russia,Goverment
Y9238,Y9238,1,15,779,news,Japanese,NGO
Y9239,Y9239,59542,53,37300,news,English,NGO
Y9240,Y9240,18543,32,9830,gaming,English,NGO
Y9241,Y9241,102367,24,57092,music,English,NGO
Y9242,Y9242,11957,89,11591,food,Russia,Goverment
Y9243,Y9243,117680,72,83985,gaming,Russia,NGO
Y9244,Y9244,94392,82,45415,music,Japanese,Individual
Y9245,Y9245,149280,43,180571,food,English,Goverment
Y9246,Y9246,38737,60,15926,food,English,Individual
Y9247,Y9247,67986,50,9615,music,Spanish,Individual
Y9248,Y9248,121588,46,168880,food,Chinese,NGO
Y9249,Y9249,47476,25,4786,gaming,English,Individual
Y9250,Y9250,46256,39,59393,news,English,Goverment
Y9251,Y9251,194700,67,37196,gaming,Japanese,NGO
Y9252,Y9252,85166,82,117761,music,English,NGO
Y9253,Y9253,144677,60,19702,music,Spanish,Goverment
Y9254,Y9254,88625,68,73870,news,English,Individual
Y9255,Y9255,49634,23,39384,music,Chinese,NGO
Y9256,Y9256,187306,80,98012,travel,English,NGO
Y9257,Y9257,46577,41,23829,music,English,Individual
Y9258,Y9258,117327,29,19624,travel,Franch,Individual
Y9259,Y9259,81270,24,38664,music,Russia,Individual
Y9260,Y9260,25367,12,19400,food,English,Individual
Y9261,Y9261,164051,35,93855,travel,English,Corperate
Y9262,Y9262,63737,37,69202,food,English,NGO
Y9263,Y9263,26365,55,30484,gaming,English,Individual
Y9264,Y9264,78448,6,92748,news,Franch,NGO
Y9265,Y9265,151509,34,85809,gaming,Japanese,Individual
